Planeta,Massa do Planeta,Raio do Planeta,Densidade,Semi-eixo,Velocidade de Escape,Gravidade,Periodo Orbital,Excentricidade,Temperatura da Estrela,Massa da Estrela,Raio da Estrela,Metalicidade,Insolacao,Luminosidade,Luminosidade UV,Luminosidade Raios-X,Tem Atmosfera,Zona Venus,Zona Habitavel,Zona Marte,Zona Habitavel UV,Zona Muito UV,Zona Habitavel Raios-x,Ar Escapa,C Escapa,CH4 Escapa,CO Escapa,CO2 Escapa,H2 Escapa,H2O Escapa,He Escapa,N Escapa,N2 Escapa,O Escapa,O2 Escapa,n,Omega,Acoplado por Marés,Aquecido por marés,Grupos
Kepler-1414 b,2.15269198691123,1.23,6.356762486455347,0.0420090545339172,14790.28668864368,13.942053768865232,3.51576315,0.01,4951.0,0.8,0.75,-0.02,171.7373451545887,0.3030753110683009,6.485069042690924e+29,1.1656276463686854e+30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2.068464598018496e-05,0.0001538286288055,True,False,Mércurios Análogos
Kepler-1417 b,1.0,1.0,5.495021865555213,0.1468530073031402,11179.90725689236,9.798398133669464,20.3505213,0.01,5839.0,1.02,1.02,0.02,50.28574432025592,1.0844525942047498,2.113822894199094e+31,4.170804677311468e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,3.573486646528376e-06,0.0001709560437405,True,False,Mércurios Análogos
Kepler-1421 b,0.7643111228628443,0.93,5.221445617080954,0.0765099586689925,10135.188176687829,8.65883302092971,6.9131112,0.01,6335.0,1.25,1.42,0.05,497.4890869674235,2.912188570902735,1.1827381293646176e+32,1.1200277243691918e+31,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,1.0519477267639123e-05,0.0001640034544283,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1423 b,1.2408675484461338,1.06,5.725023266664258,0.1503524123872552,12096.172782436286,10.82103441689712,23.955378,0.01,4939.0,0.79,0.75,-0.02,13.27743419014073,0.3001476579462148,6.161071268305552e+29,1.154367892461142e+30,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,3.035740705608941e-06,0.0001714943005401,True,False,Mércurios Análogos
Kepler-1424 b,1.732739570339374,1.16,6.099984769214353,0.1885603300855493,13663.9370633431,12.617473374069975,29.6091744,0.01,5838.0,1.02,1.07,0.01,33.5412764320104,1.1925600192069994,2.10619023338856e+31,4.58658583387012e+30,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,2.4560737536905665e-06,0.0001720745181756,True,False,Mércurios Análogos
Kepler-1425 b,0.7951948007774806,0.94,5.260892116448278,0.1149611002133531,10282.791739452916,8.818057098055373,14.4541302,0.01,5718.0,0.97,0.95,-0.03,65.46034941817337,0.865127549575486,1.358302404788988e+31,3.327280555667319e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,5.031248169893098e-06,0.0001694968973437,True,False,Mércurios Análogos
Kepler-1430 b,1.845991328851023,1.18,6.173807153884826,0.0326949015501874,13983.37567721924,12.99034615870718,2.46050993,0.01,4796.0,0.77,0.72,-0.03,230.07951334857145,0.2459450114143238,3.312593641460721e+29,9.459045138994897e+29,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,2.9555790538597275e-05,0.0001449490566598,True,False,Mércurios Análogos
Kepler-1434 b,1.4718477367888936,1.11,5.913755608364332,0.0894105503395076,12873.84137513945,11.705015921757909,8.05333618,0.01,6291.0,1.47,2.04,0.19,731.1691632943316,5.845146533357632,1.0208448709936217e+32,2.248043356729345e+31,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,9.030085729681986e-06,0.0001654942608883,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1435 b,0.5720074316376229,0.86,4.941692781938723,0.0564534646628956,9117.794734831232,7.578091604385003,4.45343281,0.01,6356.0,1.21,1.32,-0.03,800.1262944579757,2.549997437594279,1.268363471168073e+32,9.807290144987596e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,1.6329496642315037e-05,0.0001581879155353,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1438 b,0.7951948007774806,0.94,5.260892116448278,0.0339476106763167,10282.791739452916,8.818057098055373,2.31942009,0.01,5530.0,0.97,0.96,0.2,670.6267815011037,0.7728573095653761,6.704320586320969e+30,2.9724092125884364e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,3.1353663111604136e-05,0.0001431494761078,True,False,Mércurios Análogos
Kepler-1445 b,0.8596821317549083,0.96,5.339414369281161,0.0983731690738769,10579.655699879282,9.140090923758985,10.60052251,0.01,6150.0,1.13,1.26,-0.03,210.4478804914036,2.0365631477620445,6.32473662303436e+31,7.832621866292824e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,6.8602576946375145e-06,0.0001676661502599,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1446 b,0.4795037918548109,0.82,4.778811648225544,0.014245569895473,8549.235837548302,6.987461420579434,0.689967832,0.01,4865.0,0.81,0.75,0.11,1392.3569175576515,0.2825597077272239,4.47908885596093e+29,1.0867246359189032e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,0.000105399574798,6.903322080530369e-05,True,False,Mércurios Análogos
Kepler-1456 b,1.624645861691495,1.14,6.025784272204238,0.1164330242071651,13346.43050809464,12.24909739848551,18.1373829,0.01,4231.0,0.64,0.62,-0.09,8.148158192667088,0.1104617216413442,2.346803325727931e+28,4.248357814326101e+29,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,4.009526430001043e-06,0.0001705195897193,True,False,Vênus Análogos
Kepler-1464 c,1.0,1.0,5.495021865555213,0.0600990832160774,11179.90725689236,9.798398133669464,5.32786292,0.01,5828.0,1.02,1.01,0.03,292.1739912267633,1.0553031814743397,2.031293834057036e+31,4.058696035950311e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.3649434530767036e-05,0.0001608705237058,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1468 c,1.6780574147031286,1.15,6.062932315575406,0.0461067605643329,13504.940924104703,12.432721845306126,3.54553021,0.01,5893.0,1.04,1.05,0.03,560.8561287629512,1.1922866741456415,2.5674715265004218e+31,4.5855345487641375e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,2.0510984762603664e-05,0.0001540024550013,True,False,Mércurios Análogos
Kepler-1470 b,1.2847801149569955,1.07,5.7629771560012415,0.1167796609866274,12250.694649660676,10.99553417815553,16.2950903,0.01,4961.0,0.8,0.76,-0.01,23.00519929213614,0.3137331573539465,6.767403552251023e+29,1.2066177231832784e+30,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,4.462836030598377e-06,0.0001700658494746,True,False,Mércurios Análogos
Kepler-1473 b,1.904599038342517,1.19,6.210579156511381,0.1193711584117415,14143.812829725002,13.178461734823795,14.4273551,0.01,6046.0,1.09,1.09,-0.01,99.90404620709133,1.423580055030618,4.411712235752347e+31,5.475088891647756e+30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,5.040585443971869e-06,0.0001694875511992,True,False,Mércurios Análogos
Kepler-1477 b,1.845991328851023,1.18,6.173807153884826,0.0932499958300995,13983.37567721924,12.99034615870718,11.55530021,0.01,5100.0,0.81,0.78,-0.06,42.44520105802193,0.3690848656160394,1.2130595442957734e+30,1.4195003931592876e+30,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,6.293416422604442e-06,0.0001682335300312,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1481 b,2.15269198691123,1.23,6.356762486455347,0.0596067116672812,14790.28668864368,13.942053768865232,5.94220998,0.01,4908.0,0.8,0.75,0.04,82.37714629595811,0.2926827119467549,5.393916034568497e+29,1.1256577101472192e+30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1.2238260908432234e-05,0.0001622830379431,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1482 b,1.0375405713086585,1.01,5.533633497144741,0.099687649771531,11331.308355113328,9.965920593586029,12.25383217,0.01,5381.0,0.88,0.84,-0.04,53.38068633034878,0.5304773773512944,3.765532428109845e+30,2.0402159932930785e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,5.934659060584227e-06,0.0001685926282127,True,False,Mércurios Análogos
Kepler-1499 b,1.904599038342517,1.19,6.210579156511381,0.2290117237827758,14143.812829725002,13.178461734823795,44.2008,0.01,5097.0,0.82,0.78,-0.01,7.0208328851324495,0.368217196603824,1.1980779117010144e+30,1.4161633381383072e+30,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.6452714907772424e-06,0.0001728860907007,True,False,Vênus Análogos
Kepler-1500 b,1.9645535631103368,1.2,6.247259713741724,0.1192147969030968,14304.725059497669,13.367693032134737,15.0330105,0.01,5845.0,1.0,1.0,-0.05,73.64343933824064,1.0466329172918174,2.16017515764358e+31,4.0253501999043294e+30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,4.837508502446627e-06,0.0001696908210639,True,False,Mércurios Análogos
Kepler-1505 b,0.7643111228628443,0.93,5.221445617080954,0.1879602773010268,10135.188176687829,8.65883302092971,30.8609366,0.01,5686.0,0.93,0.86,-0.18,19.622236112431903,0.6932352716045473,1.206481828345285e+31,2.6661828545910893e+30,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,2.356452011120672e-06,0.0001721742345589,True,False,Mércurios Análogos
Kepler-1507 b,0.524267470124794,0.84,4.860539513374395,0.1197908074823784,8832.324435538216,7.280302438795911,16.0506213,0.01,5410.0,0.89,0.85,-0.03,38.67552827626271,0.5549875482063693,4.218190983642135e+30,2.1344821104016965e+30,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,4.530810038933492e-06,0.0001699978108909,True,False,Mércurios Análogos
Kepler-1512 b,1.845991328851023,1.18,6.173807153884826,0.131397975477105,13983.37567721924,12.99034615870718,20.35972599,0.01,4372.0,0.73,0.67,0.2,8.518226783941481,0.1470708308806708,4.689913548508417e+28,5.656344155670601e+29,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,3.571871062722578e-06,0.0001709576608592,True,False,Vênus Análogos
Kepler-1514 c,1.821911383940917,1.1758241,6.158424227535396,0.0997,13916.519963034922,12.912121878001424,10.514181,0.32,6145.0,1.196,1.289,0.119,214.2839697566196,2.1300019449380767,6.217019909149934e+31,8.191987480231844e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,6.917346822207331e-06,0.0001608863833885,True,False,Mércurios Análogos
Kepler-1525 b,0.7051823812226093,0.91,5.142173204678166,0.0360493028401085,9841.657141283444,8.343989527917167,2.416601183,0.01,5748.0,1.07,1.04,0.27,814.697349402565,1.0587417614747543,1.5170292685012324e+31,4.071920814631906e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,3.009280829142605e-05,0.0001444115287401,True,False,Mércurios Análogos
Kepler-1537 b,1.845991328851023,1.18,6.173807153884826,0.0233129430333593,13983.37567721924,12.99034615870718,1.444453798,0.01,5079.0,0.81,0.77,-0.08,650.9631795067392,0.3537941349908417,1.1118235145860954e+30,1.3606922431747773e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,5.034589282843821e-05,0.0001241392037728,True,False,Mércurios Análogos
Kepler-1541 b,1.732739570339374,1.16,6.099984769214353,0.076952611395187,13663.9370633431,12.617473374069975,8.40691199,0.01,5282.0,0.86,0.81,-0.04,77.33449042708912,0.4579519922755095,2.543912339517131e+30,1.7612833622916097e+30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,8.65030063326483e-06,0.0001658744067805,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1542 b,0.3618835652470998,0.76,4.529992764565465,0.0479172454713086,7714.643022488583,6.138987621750061,3.95116882,0.01,5564.0,0.94,0.99,0.06,366.8525250655681,0.842316294121767,7.630904216086522e+30,3.2395484671923163e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,1.840526675295437e-05,0.000156110173443,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1542 c,0.2028086649045809,0.65,4.058035678378633,0.0389191445477259,6244.889750502736,4.703432056078205,2.89223021,0.01,5564.0,0.94,0.99,0.06,556.0945391733136,0.842316294121767,7.630904216086522e+30,3.2395484671923163e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,2.5144027563006167e-05,0.0001493650108102,True,False,Mércurios Análogos
Kepler-1542 d,0.5970314812495419,0.87,4.982059373899661,0.0632545436266745,9261.411701710344,7.72883095734896,5.99273738,0.01,5564.0,0.94,0.99,0.06,210.51921821060685,0.842316294121767,7.630904216086522e+30,3.2395484671923163e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,1.213507475893386e-05,0.0001623863221194,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1542 e,0.3618835652470998,0.76,4.529992764565465,0.0568138140953371,7714.643022488583,6.138987621750061,5.10115756,0.01,5564.0,0.94,0.99,0.06,260.95601410585084,0.842316294121767,7.630904216086522e+30,3.2395484671923163e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,1.4256041940028995e-05,0.0001602633400195,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1553 b,1.6780574147031286,1.15,6.062932315575406,0.048587942725288,13504.940924104703,12.432721845306126,4.24261881,0.01,5288.0,0.85,0.81,-0.09,194.8655777203554,0.4600363522351136,2.605645621775867e+30,1.7692998106962468e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,1.7140902675410783e-05,0.0001573757386664,True,False,Mércurios Análogos
Kepler-1558 b,0.2396970226997311,0.68,4.188951445283898,0.0424384017564242,6637.660940093549,5.079253589678142,3.50470358,0.01,5101.0,0.83,0.79,0.0,210.3845117536405,0.3789062807321785,1.218092959419645e+30,1.4572735556959587e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,2.0749919203859856e-05,0.0001537632935723,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1559 b,0.2962114476469594,0.72,4.36087636544015,0.0182620959226098,7170.886886019916,5.598760987259834,0.971915428,0.01,5316.0,0.86,0.82,-0.04,1443.8520110970926,0.4815306340577531,2.9130947757179995e+30,1.8519668185861188e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,7.482370793092712e-05,9.963813474597144e-05,True,False,Mércurios Análogos
Kepler-1560 b,0.6494647434973744,0.89,5.062382837295369,0.0412712608214078,9550.387379187356,8.033978197915404,3.03195744,0.01,5815.0,1.02,1.02,0.04,626.2677874714507,1.066732550032131,1.9377157382371063e+31,4.102653387423576e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,2.398526943602164e-05,0.0001505248697574,True,False,Mércurios Análogos
Kepler-1563 b,0.3445592698807053,0.75,4.487966155790732,0.044537751064739,7577.7371787517695,6.002006945666874,3.43276598,0.01,5765.0,1.0,0.99,0.02,489.40386647269,0.9707870250701464,1.614661394271412e+31,3.733646898419783e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,2.118475787220236e-05,0.0001533280418072,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1565 b,1.904599038342517,1.19,6.210579156511381,0.0238000197288836,14143.812829725002,13.178461734823795,1.538188437,0.01,4940.0,0.76,0.73,-0.16,502.40645341821056,0.2845835832817255,6.187470783610787e+29,1.0945084613015164e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,4.7277898051668594e-05,0.0001272101131446,True,False,Mércurios Análogos
Kepler-1570 b,1.2847801149569955,1.07,5.7629771560012415,0.1694052397914837,12250.694649660676,10.99553417815553,26.548955,0.01,5550.0,0.92,0.89,-0.04,23.48305498221652,0.673919888404555,7.235487599584909e+30,2.5918958908039183e+30,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,2.7391780999897726e-06,0.0001717911448802,True,False,Mércurios Análogos
Kepler-1572 b,0.7951948007774806,0.94,5.260892116448278,0.0603337544527672,10282.791739452916,8.818057098055373,5.49548621,0.01,5618.0,0.97,0.95,0.08,221.46738341142887,0.8061771370263647,9.35763799679038e+30,3.100557269003399e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.3233099554287943e-05,0.0001612872542005,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1573 b,1.9645535631103368,1.2,6.247259713741724,0.0372796127650464,14304.725059497669,13.367693032134737,2.6157554,0.01,5808.0,1.01,1.0,0.02,734.2094552958337,1.0203819280748825,1.8890434812572047e+31,3.924388895375997e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,2.780164999801007e-05,0.0001467048636339,True,False,Mércurios Análogos
Kepler-1576 b,1.1563423773387094,1.04,5.648795452200713,0.072687807607312,11788.668411238248,10.475502026625854,6.98471973,0.01,5876.0,1.05,1.06,0.05,227.3380165219402,1.2011443602366034,2.415501680328072e+31,4.619601209469977e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.0411629804208394e-05,0.0001641114043469,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1577 b,1.5724861453708991,1.13,5.98853955070648,0.0614915543535747,13188.408572710208,12.066602954047548,6.30560247,0.01,4862.0,0.78,0.74,0.0,72.5685829754733,0.2743971428382367,4.4211152796891815e+29,1.0553314113558586e+30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1.1532968730090823e-05,0.000162989000149,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1578 b,1.1563423773387094,1.04,5.648795452200713,0.0242178604002121,11788.668411238248,10.475502026625854,1.450886907,0.01,5545.0,0.9,0.86,-0.13,1069.0250673350035,0.6269882930786519,7.099058356834424e+30,2.411396975180496e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,5.012266342968962e-05,0.0001243626452394,True,False,Mércurios Análogos
Kepler-1579 b,0.524267470124794,0.84,4.860539513374395,0.0159551405411923,8832.324435538216,7.280302438795911,0.849907889,0.01,4584.0,0.75,0.7,0.11,762.1309090361998,0.1940130054396034,1.2749294149995403e+29,7.461740189207149e+29,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,8.556493833966151e-05,8.888670016834874e-05,True,False,Mércurios Análogos
Kepler-158 d,0.0439011363107202,0.43,3.034169368107559,0.0124,3572.250073025708,2.326451120026664,0.645088,0.01,4895.97,0.656,0.668,-0.03,1495.2743178942778,0.2299133791194242,5.121466755850144e+29,8.842468560933054e+29,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0001167979286595,5.76240385076557e-05,True,False,Mércurios Análogos
Kepler-1581 b,0.4375966875618476,0.8,4.696490950091573,0.0692132026390207,8268.566438190359,6.699604010478043,6.28385491,0.01,6022.0,1.12,1.23,0.07,372.4360090837688,1.7841425673830755,4.056249539622618e+31,6.861812314155308e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,1.157288275423132e-05,0.0001629490482065,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1583 b,0.1507779951685252,0.6,3.835779538405669,0.0849576838855011,5604.431403044639,4.103841184604727,9.32807355,0.01,5645.0,0.94,0.91,-0.07,104.46951267100413,0.7540408896605368,1.0354819789436576e+31,2.9000412616344244e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,7.796070188473395e-06,0.0001667294487442,True,False,Mércurios Análogos
Kepler-1588 b,0.3618835652470998,0.76,4.529992764565465,0.0762565530651736,7714.643022488583,6.138987621750061,7.84931739,0.01,5817.0,0.96,0.99,-0.14,173.0488154828033,1.0062895712244908,1.9518400604849847e+31,3.870189690929392e+30,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,9.264794950289452e-06,0.0001652593286939,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1590 b,1.624645861691495,1.14,6.025784272204238,0.0784547747003201,13346.43050809464,12.24909739848551,7.61760804,0.01,6053.0,1.11,1.16,0.03,263.1577972098722,1.6197761558324957,4.520855574131971e+31,6.229659095331778e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,9.546607771291829e-06,0.0001649772481507,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1594 b,1.2408675484461338,1.06,5.725023266664258,0.0388470791259911,12096.172782436286,10.82103441689712,2.71603809,0.01,5946.0,1.06,1.08,0.03,866.3367100880934,1.3073848797316092,3.101915699342409e+31,5.028202247447769e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,2.6775145894439887e-05,0.0001477323429163,True,False,Mércurios Análogos
Kepler-1595 b,2.15269198691123,1.23,6.356762486455347,0.0508094208133754,14790.28668864368,13.942053768865232,4.56380468,0.01,5203.0,0.84,0.8,-0.02,162.91576661994975,0.4205828940109393,1.850464692080473e+30,1.617561810366073e+30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1.5934581168029432e-05,0.0001585832061792,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1598 b,0.8269796722260451,0.95,5.300214470041463,0.0532782835210343,10430.94884175961,8.978477647559298,4.34195123,0.01,5940.0,1.07,1.09,0.04,467.2557495403484,1.3263407205186617,3.036475057166513e+31,5.101106411114773e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,1.6748763922977677e-05,0.0001577682499507,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1601 b,0.4795037918548109,0.82,4.778811648225544,0.0336358620147614,8549.235837548302,6.987461420579434,2.20921951,0.01,5869.0,1.04,1.07,0.05,1076.6516158013608,1.2180926450601584,2.3554505596238785e+31,4.684784312901369e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,3.291765068547754e-05,0.0001415840027458,True,False,Mércurios Análogos
Kepler-1605 b,1.3298164073206324,1.08,5.800826089932422,0.3619459240159541,12405.725479025385,11.17118535975096,85.7565495,0.01,5280.0,0.86,0.82,-0.01,3.5771103826685406,0.4686188159535215,2.5236460520867843e+30,1.802307966157244e+30,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,8.480088872157356e-07,0.0001736841107037,False,False,Vênus Análogos
Kepler-1607 b,0.7343123662126869,0.92,5.181873238686484,0.1167615430282207,9988.142004125644,8.50080921388091,13.6473676,0.01,6116.0,1.14,1.21,0.05,134.7402422306429,1.83694847592564,5.625914254888314e+31,7.064903838410009e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,5.32866983937019e-06,0.0001691991931237,True,False,Mércurios Análogos
Kepler-1611 b,0.4582005703817797,0.81,4.737726583115999,0.0573699665995759,8408.596335523598,6.842907504458337,5.1762429,0.01,5605.0,0.94,0.93,0.01,232.5709667905039,0.7654638621504313,8.910806840729184e+30,2.943974013830559e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,1.404924720932358e-05,0.0001604703312052,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1612 b,1.1156944602531516,1.03,5.610518871017086,0.0479839046918478,11635.692268644092,10.304475932783337,3.91795101,0.01,5643.0,0.96,0.94,0.03,348.9482817434312,0.8034377542431528,1.027761302973105e+31,3.0900216028191656e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.8561313280597387e-05,0.0001559539786712,True,False,Mércurios Análogos
Kepler-1616 b,1.076099644710272,1.02,5.572132020489046,0.0745842422784572,11483.237813468617,10.134614331383606,6.76284377,0.01,6266.0,1.21,1.34,0.02,446.2038594901821,2.482146932974948,9.385059888781556e+31,9.546337104221652e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.075321545034614e-05,0.0001637694941944,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1617 b,1.9645535631103368,1.2,6.247259713741724,0.1867216351668625,14304.725059497669,13.367693032134737,27.4785572,0.01,6167.0,1.15,1.22,0.01,55.37101679228784,1.9305087861424883,6.704428919901165e+31,7.42473679150401e+30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2.6465114446490924e-06,0.0001718838995689,True,False,Mércurios Análogos
Kepler-1619 b,0.3618835652470998,0.76,4.529992764565465,0.1611327615227006,7714.643022488583,6.138987621750061,23.6225913,0.01,5852.0,1.0,1.0,-0.07,40.50474449096124,1.0516557417122985,2.215476688080952e+31,4.0446679826255e+30,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,False,3.0785071457489684e-06,0.0001714514934718,True,False,Mércurios Análogos
Kepler-1629 b,0.3798352606210105,0.77,4.5718558404788165,0.0484535204754949,7852.184174168806,6.277242551477086,3.87595807,0.01,5776.0,1.01,1.01,0.05,433.6677626039307,1.018140734331895,1.6809939018135046e+31,3.915769264240468e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,1.8762410429815376e-05,0.0001557526904797,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-163 b,1.1980608743769274,1.05,5.68696313656617,0.078,11942.16298438698,10.647689283915913,7.810937,0.01,5776.0,0.94,0.917,0.141,137.9477215321822,0.8392739378017965,1.6809939018135046e+31,3.2278475647857094e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,8.862139031719837e-06,0.0001656623671356,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1637 b,0.6494647434973744,0.89,5.062382837295369,0.0658427065356225,9550.387379187356,8.033978197915404,6.10960324,0.01,5789.0,1.02,1.02,0.07,241.688240386084,1.0477818453439676,1.7627347528835716e+31,4.0297689771929e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,1.1902952329348056e-05,0.0001626186650653,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1646 b,2.15269198691123,1.23,6.356762486455347,0.0330815335066961,14790.28668864368,13.942053768865232,4.48558383,0.01,3299.0,0.24,0.26,0.04,6.560863754812286,0.0071801296388344,1.2252776291134172e+26,2.7614778590957105e+28,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.6212452790199743e-05,0.000158305070579,True,False,Vênus Análogos
Kepler-1649 b,1.0644239564982294,1.017,5.560594253816303,0.048189571267197,11437.603699320123,10.08388342985889,8.689099,0.01,3240.0,0.1977,0.2317,-0.15,2.2219990811943493,0.0051600035450694,8.369713952126449e+25,1.984537363433727e+28,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,8.369373636564995e-06,0.0001661556006579,True,True,Vênus Análogos
Kepler-1649 c,1.2408675484461338,1.06,5.725023266664258,0.0827021053460747,12096.172782436286,10.82103441689712,19.53527,0.01,3240.0,0.1977,0.2317,-0.15,0.7544263852198558,0.0051600035450694,8.369713952126449e+25,1.984537363433727e+28,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,3.722616380126004e-06,0.0001708067723337,True,False,Vênus Análogos
